CallLTP, CallIV, CallDelta, Strikes, PutDelta, PutIV, PutLTP, Date, Time, Spotprice
-,-,-,27600,-0.28,213.57,1.5,07-Jan-2021,09:45,32067.45
-,-,-,27700,-0.31,210.9,1.65,07-Jan-2021,09:45,32067.45
-,-,-,27800,-0.36,209.76,1.95,07-Jan-2021,09:45,32067.45
-,-,-,28000,-0.26,191.4,1.25,07-Jan-2021,09:45,32067.45
-,-,-,28100,-0.31,190.26,1.5,07-Jan-2021,09:45,32067.45
-,-,-,28200,-0.31,184.98,1.45,07-Jan-2021,09:45,32067.45
-,-,-,28400,-0.29,173.15,1.25,07-Jan-2021,09:45,32067.45
-,-,-,28500,-0.31,169.27,1.3,07-Jan-2021,09:45,32067.45
-,-,-,28600,-0.31,164.71,1.3,07-Jan-2021,09:45,32067.45
-,-,-,28700,-0.33,160.78,1.35,07-Jan-2021,09:45,32067.45
-,-,-,28800,-0.37,157.93,1.5,07-Jan-2021,09:45,32067.45
-,-,-,28900,-0.39,153.86,1.55,07-Jan-2021,09:45,32067.45
3071.35,159.63,99.34,29000,-0.39,148.74,1.5,07-Jan-2021,09:45,32067.45
-,-,-,29100,-0.43,145.15,1.6,07-Jan-2021,09:45,32067.45
-,-,-,29200,-0.44,140.54,1.6,07-Jan-2021,09:45,32067.45
-,-,-,29300,-0.48,136.83,1.7,07-Jan-2021,09:45,32067.45
-,-,-,29400,-0.51,133.04,1.8,07-Jan-2021,09:45,32067.45
2570,125.68,99.55,29500,-0.54,128.78,1.85,07-Jan-2021,09:45,32067.45
-,-,-,29600,-0.57,124.49,1.9,07-Jan-2021,09:45,32067.45
-,-,-,29700,-0.62,120.51,2,07-Jan-2021,09:45,32067.45
-,-,-,29800,-0.67,116.47,2.1,07-Jan-2021,09:45,32067.45
-,-,-,29900,-0.72,112.36,2.2,07-Jan-2021,09:45,32067.45
2064,0,0,30000,-0.76,107.9,2.25,07-Jan-2021,09:45,32067.45
-,-,-,30100,-0.82,103.68,2.35,07-Jan-2021,09:45,32067.45
1891.05,140.98,95.35,30200,-0.89,99.4,2.45,07-Jan-2021,09:45,32067.45
-,-,-,30300,-0.95,94.82,2.5,07-Jan-2021,09:45,32067.45
-,-,-,30400,-1.04,90.65,2.65,07-Jan-2021,09:45,32067.45
1572.1,89.32,98.62,30500,-1.17,86.79,2.9,07-Jan-2021,09:45,32067.45
-,-,-,30600,-1.37,83.3,3.3,07-Jan-2021,09:45,32067.45
1390.85,109.06,94.23,30700,-1.58,79.54,3.7,07-Jan-2021,09:45,32067.45
1281,91.09,95.92,30800,-1.84,75.82,4.2,07-Jan-2021,09:45,32067.45
1182.4,86.91,95.33,30900,-2.17,72.07,4.8,07-Jan-2021,09:45,32067.45
1061.15,0,0,31000,-2.52,67.91,5.35,07-Jan-2021,09:45,32067.45
960.8,0,0,31100,-3.02,64.03,6.2,07-Jan-2021,09:45,32067.45
862.6,0,0,31200,-3.63,59.94,7.15,07-Jan-2021,09:45,32067.45
760.5,0,0,31300,-4.44,55.87,8.4,07-Jan-2021,09:45,32067.45
671.2,40.76,97.85,31400,-5.59,51.93,10.2,07-Jan-2021,09:45,32067.45
571.75,36.61,97.21,31500,-7.24,48.09,12.8,07-Jan-2021,09:45,32067.45
476.75,37.4,93.83,31600,-9.7,44.43,16.75,07-Jan-2021,09:45,32067.45
381,34.4,90.59,31700,-13.44,40.99,22.95,07-Jan-2021,09:45,32067.45
293.6,34.16,83.27,31800,-19.61,38.57,34.65,07-Jan-2021,09:45,32067.45
215.05,33.97,72.9,31900,-29,37.49,56.3,07-Jan-2021,09:45,32067.45
150.2,34.4,59.76,32000,-40.92,37.12,90.35,07-Jan-2021,09:45,32067.45
98,34.47,45.75,32100,-53.93,37.04,137.85,07-Jan-2021,09:45,32067.45
60.85,34.96,32.55,32200,-66.19,37.81,200.85,07-Jan-2021,09:45,32067.45
35.9,35.56,21.62,32300,-75.91,39.63,277.5,07-Jan-2021,09:45,32067.45
20.9,36.61,13.75,32400,-83.3,41.32,361.5,07-Jan-2021,09:45,32067.45
12.65,38.32,8.75,32500,-87.59,44.96,454.1,07-Jan-2021,09:45,32067.45
7.5,39.86,5.43,32600,-89.85,50.15,551.25,07-Jan-2021,09:45,32067.45
4.6,41.65,3.42,32700,-91.73,54.59,648.3,07-Jan-2021,09:45,32067.45
3.2,44.22,2.36,32800,-95.62,51.33,739,07-Jan-2021,09:45,32067.45
2.6,47.68,1.83,32900,0,0,817.4,07-Jan-2021,09:45,32067.45
2.3,51.55,1.53,33000,-93.12,74.8,950,07-Jan-2021,09:45,32067.45
2.1,55.5,1.32,33100,0,0,1011.2,07-Jan-2021,09:45,32067.45
1.85,59.05,1.12,33200,-,-,-,07-Jan-2021,09:45,32067.45
1.7,62.8,0.98,33300,-,-,-,07-Jan-2021,09:45,32067.45
1.6,66.63,0.88,33400,-,-,-,07-Jan-2021,09:45,32067.45
1.55,70.63,0.81,33500,-,-,-,07-Jan-2021,09:45,32067.45
1.4,73.95,0.71,33600,-,-,-,07-Jan-2021,09:45,32067.45
1.3,77.42,0.64,33700,-,-,-,07-Jan-2021,09:45,32067.45
1.25,81.13,0.59,33800,-,-,-,07-Jan-2021,09:45,32067.45
1.1,83.97,0.51,33900,-,-,-,07-Jan-2021,09:45,32067.45
1.15,88.33,0.5,34000,-,-,-,07-Jan-2021,09:45,32067.45
1.1,91.83,0.47,34100,-,-,-,07-Jan-2021,09:45,32067.45
1.1,95.71,0.45,34200,-,-,-,07-Jan-2021,09:45,32067.45
1.1,99.57,0.43,34300,-,-,-,07-Jan-2021,09:45,32067.45
1.05,102.9,0.4,34400,-,-,-,07-Jan-2021,09:45,32067.45
1.15,107.71,0.42,34500,-,-,-,07-Jan-2021,09:45,32067.45
1.15,111.5,0.41,34600,-,-,-,07-Jan-2021,09:45,32067.45
1,113.64,0.35,34700,-,-,-,07-Jan-2021,09:45,32067.45
-,-,-,23300,-0.07,399.08,0.65,07-Jan-2021,09:50,32030.85
-,-,-,23500,-0.1,399.64,0.9,07-Jan-2021,09:50,32030.85
-,-,-,24000,-0.12,380.87,1.1,07-Jan-2021,09:50,32030.85
-,-,-,24500,-0.09,342.2,0.7,07-Jan-2021,09:50,32030.85
-,-,-,25000,-0.11,323.47,0.85,07-Jan-2021,09:50,32030.85
-,-,-,25500,-0.19,314.23,1.45,07-Jan-2021,09:50,32030.85
-,-,-,26000,-0.14,278.62,0.95,07-Jan-2021,09:50,32030.85
-,-,-,26500,-0.14,251.27,0.8,07-Jan-2021,09:50,32030.85
-,-,-,27000,-0.17,231.96,0.95,07-Jan-2021,09:50,32030.85
-,-,-,27300,-0.12,209.43,0.6,07-Jan-2021,09:50,32030.85
-,-,-,27500,-0.22,212.83,1.15,07-Jan-2021,09:50,32030.85
-,-,-,27600,-0.23,208.21,1.15,07-Jan-2021,09:50,32030.85
-,-,-,27800,-0.25,200.6,1.25,07-Jan-2021,09:50,32030.85
-,-,-,28000,-0.25,189.8,1.15,07-Jan-2021,09:50,32030.85
-,-,-,28100,-0.26,185.99,1.2,07-Jan-2021,09:50,32030.85
-,-,-,28200,-0.29,182.85,1.3,07-Jan-2021,09:50,32030.85
-,-,-,28300,-0.33,180.83,1.5,07-Jan-2021,09:50,32030.85
-,-,-,28400,-0.3,173.63,1.3,07-Jan-2021,09:50,32030.85
-,-,-,28500,-0.28,166.98,1.15,07-Jan-2021,09:50,32030.85
-,-,-,28600,-0.3,163.12,1.2,07-Jan-2021,09:50,32030.85
-,-,-,28700,-0.33,160.47,1.35,07-Jan-2021,09:50,32030.85
-,-,-,28800,-0.34,155.87,1.35,07-Jan-2021,09:50,32030.85
-,-,-,28900,-0.35,151.28,1.35,07-Jan-2021,09:50,32030.85
3070,237.21,95.34,29000,-0.39,147.79,1.45,07-Jan-2021,09:50,32030.85
-,-,-,29100,-0.4,143.18,1.45,07-Jan-2021,09:50,32030.85
-,-,-,29200,-0.44,140.04,1.6,07-Jan-2021,09:50,32030.85
-,-,-,29300,-0.47,135.84,1.65,07-Jan-2021,09:50,32030.85
-,-,-,29400,-0.53,132.86,1.85,07-Jan-2021,09:50,32030.85
2575.4,209.77,94.18,29500,-0.55,128.15,1.85,07-Jan-2021,09:50,32030.85
2486.4,213.64,93.06,29600,-0.59,124.19,1.95,07-Jan-2021,09:50,32030.85
-,-,-,29700,-0.64,120.15,2.05,07-Jan-2021,09:50,32030.85
-,-,-,29800,-0.68,115.72,2.1,07-Jan-2021,09:50,32030.85
-,-,-,29900,-0.74,111.87,2.25,07-Jan-2021,09:50,32030.85
2094.15,191.43,91.47,30000,-0.78,107.06,2.25,07-Jan-2021,09:50,32030.85
-,-,-,30100,-0.84,102.8,2.35,07-Jan-2021,09:50,32030.85
-,-,-,30200,-0.89,98.21,2.4,07-Jan-2021,09:50,32030.85
-,-,-,30300,-0.95,93.6,2.45,07-Jan-2021,09:50,32030.85
-,-,-,30400,-1.04,89.4,2.6,07-Jan-2021,09:50,32030.85
1569.05,135.09,92.56,30500,-1.15,85.1,2.75,07-Jan-2021,09:50,32030.85
1467,126.39,92.49,30600,-1.34,81.62,3.15,07-Jan-2021,09:50,32030.85
1370.9,122.63,91.58,30700,-1.53,77.55,3.45,07-Jan-2021,09:50,32030.85
1265.9,111.57,91.87,30800,-1.78,73.72,3.9,07-Jan-2021,09:50,32030.85
1187.35,119.49,88.47,30900,-2.1,69.88,4.45,07-Jan-2021,09:50,32030.85
1079.6,106.94,88.83,31000,-2.42,65.53,4.9,07-Jan-2021,09:50,32030.85
972.7,94.94,89.15,31100,-2.87,61.34,5.55,07-Jan-2021,09:50,32030.85
883,93.6,86.81,31200,-3.4,56.92,6.25,07-Jan-2021,09:50,32030.85
779.1,83.49,86.41,31300,-4.21,52.82,7.4,07-Jan-2021,09:50,32030.85
684.85,78.49,84.33,31400,-5.36,48.82,9.05,07-Jan-2021,09:50,32030.85
584.15,69.78,82.95,31500,-7.12,45.06,11.65,07-Jan-2021,09:50,32030.85
486.9,62.4,80.6,31600,-9.7,41.25,15.4,07-Jan-2021,09:50,32030.85
394.25,56.35,76.85,31700,-13.66,37.54,21.25,07-Jan-2021,09:50,32030.85
302.7,49.67,71.95,31800,-20.52,34.9,32.95,07-Jan-2021,09:50,32030.85
225.4,46.35,63.9,31900,-31.04,33.08,54,07-Jan-2021,09:50,32030.85
158.1,43.58,53.8,32000,-44.9,31.57,87.4,07-Jan-2021,09:50,32030.85
104.5,41.75,42.28,32100,-61.04,29.4,133.55,07-Jan-2021,09:50,32030.85
64.85,40.58,30.79,32200,-78.57,25.89,193.75,07-Jan-2021,09:50,32030.85
38,39.99,20.77,32300,-98.33,15.39,268.85,07-Jan-2021,09:50,32030.85
21.2,39.84,13.08,32400,0,0,351.8,07-Jan-2021,09:50,32030.85
12.8,41.18,8.38,32500,0,0,441.35,07-Jan-2021,09:50,32030.85
7.8,42.7,5.33,32600,0,0,530,07-Jan-2021,09:50,32030.85
4.95,44.54,3.47,32700,0,0,631,07-Jan-2021,09:50,32030.85
3.45,47,2.41,32800,0,0,727.65,07-Jan-2021,09:50,32030.85
2.7,50.14,1.83,32900,-,-,-,07-Jan-2021,09:50,32030.85
2.35,53.87,1.51,33000,0,0,931.45,07-Jan-2021,09:50,32030.85
2.15,57.84,1.31,33100,-,-,-,07-Jan-2021,09:50,32030.85
1.8,60.97,1.07,33200,-,-,-,07-Jan-2021,09:50,32030.85
1.65,64.69,0.94,33300,-,-,-,07-Jan-2021,09:50,32030.85
1.45,67.96,0.8,33400,-,-,-,07-Jan-2021,09:50,32030.85
1.3,71.29,0.69,33500,-,-,-,07-Jan-2021,09:50,32030.85
1.25,75.12,0.64,33600,-,-,-,07-Jan-2021,09:50,32030.85
1.15,78.49,0.57,33700,-,-,-,07-Jan-2021,09:50,32030.85
1.1,82.14,0.52,33800,-,-,-,07-Jan-2021,09:50,32030.85
1.1,86.13,0.5,33900,-,-,-,07-Jan-2021,09:50,32030.85
1.05,89.65,0.46,34000,-,-,-,07-Jan-2021,09:50,32030.85
1.05,93.57,0.44,34100,-,-,-,07-Jan-2021,09:50,32030.85
1,96.97,0.41,34200,-,-,-,07-Jan-2021,09:50,32030.85
1,100.82,0.4,34300,-,-,-,07-Jan-2021,09:50,32030.85
1,104.64,0.38,34400,-,-,-,07-Jan-2021,09:50,32030.85
1,108.44,0.37,34500,-,-,-,07-Jan-2021,09:50,32030.85
1.05,112.77,0.37,34600,-,-,-,07-Jan-2021,09:50,32030.85
1,115.96,0.35,34700,-,-,-,07-Jan-2021,09:50,32030.85
-,-,-,23300,-0.06,393.86,0.5,07-Jan-2021,09:55,32032.55
-,-,-,23400,-0.06,388.9,0.5,07-Jan-2021,09:55,32032.55
-,-,-,23500,-0.07,389.52,0.6,07-Jan-2021,09:55,32032.55
-,-,-,24000,-0.08,367.15,0.65,07-Jan-2021,09:55,32032.55
-,-,-,24100,-0.1,370.37,0.85,07-Jan-2021,09:55,32032.55
-,-,-,24500,-0.09,346.79,0.75,07-Jan-2021,09:55,32032.55
-,-,-,25000,-0.1,322.49,0.75,07-Jan-2021,09:55,32032.55
-,-,-,25500,-0.09,293.05,0.6,07-Jan-2021,09:55,32032.55
-,-,-,26000,-0.12,275.01,0.75,07-Jan-2021,09:55,32032.55
-,-,-,26500,-0.13,251.78,0.75,07-Jan-2021,09:55,32032.55
-,-,-,27000,-0.13,227.46,0.7,07-Jan-2021,09:55,32032.55
-,-,-,27100,-0.18,230.19,1,07-Jan-2021,09:55,32032.55
-,-,-,27300,-0.32,235.14,1.9,07-Jan-2021,09:55,32032.55
-,-,-,27500,-0.19,210.67,0.95,07-Jan-2021,09:55,32032.55
-,-,-,27600,-0.23,209.82,1.15,07-Jan-2021,09:55,32032.55
-,-,-,27700,-0.25,206.83,1.25,07-Jan-2021,09:55,32032.55
-,-,-,27800,-0.21,197.88,1,07-Jan-2021,09:55,32032.55
-,-,-,27900,-0.2,191.4,0.9,07-Jan-2021,09:55,32032.55
-,-,-,28000,-0.23,189.61,1.05,07-Jan-2021,09:55,32032.55
-,-,-,28300,-0.27,178.21,1.2,07-Jan-2021,09:55,32032.55
-,-,-,28400,-0.28,173.6,1.2,07-Jan-2021,09:55,32032.55
-,-,-,28500,-0.28,168.29,1.15,07-Jan-2021,09:55,32032.55
-,-,-,28600,-0.29,163.71,1.15,07-Jan-2021,09:55,32032.55
-,-,-,28700,-0.32,161.11,1.3,07-Jan-2021,09:55,32032.55
-,-,-,28800,-0.35,157.69,1.4,07-Jan-2021,09:55,32032.55
-,-,-,28900,-0.36,153.05,1.4,07-Jan-2021,09:55,32032.55
-,-,-,29000,-0.4,149.49,1.5,07-Jan-2021,09:55,32032.55
-,-,-,29100,-0.43,145.83,1.6,07-Jan-2021,09:55,32032.55
-,-,-,29200,-0.42,140.17,1.5,07-Jan-2021,09:55,32032.55
-,-,-,29300,-0.5,138.24,1.8,07-Jan-2021,09:55,32032.55
-,-,-,29400,-0.52,133.51,1.8,07-Jan-2021,09:55,32032.55
-,-,-,29500,-0.56,129.57,1.9,07-Jan-2021,09:55,32032.55
-,-,-,29600,-0.62,125.9,2.05,07-Jan-2021,09:55,32032.55
-,-,-,29700,-0.63,120.77,2,07-Jan-2021,09:55,32032.55
-,-,-,29800,-0.7,117.3,2.2,07-Jan-2021,09:55,32032.55
-,-,-,29900,-0.73,112.47,2.2,07-Jan-2021,09:55,32032.55
2025,0,0,30000,-0.77,107.93,2.25,07-Jan-2021,09:55,32032.55
-,-,-,30100,-0.81,103.09,2.25,07-Jan-2021,09:55,32032.55
-,-,-,30200,-0.86,98.5,2.3,07-Jan-2021,09:55,32032.55
1723.4,0,0,30300,-0.93,94.13,2.4,07-Jan-2021,09:55,32032.55
-,-,-,30400,-1.01,89.69,2.5,07-Jan-2021,09:55,32032.55
1528.15,0,0,30500,-1.13,85.61,2.7,07-Jan-2021,09:55,32032.55
1432.5,0,0,30600,-1.26,81.39,2.9,07-Jan-2021,09:55,32032.55
-,-,-,30700,-1.42,77.22,3.15,07-Jan-2021,09:55,32032.55
1222,0,0,30800,-1.68,73.49,3.6,07-Jan-2021,09:55,32032.55
-,-,-,30900,-1.96,69.48,4.05,07-Jan-2021,09:55,32032.55
1038.85,66.88,97.45,31000,-2.35,65.67,4.7,07-Jan-2021,09:55,32032.55
929.35,0,0,31100,-2.75,61.31,5.25,07-Jan-2021,09:55,32032.55
839.3,56.54,96.82,31200,-3.36,57.27,6.15,07-Jan-2021,09:55,32032.55
737.2,46.99,97.49,31300,-4.22,53.38,7.45,07-Jan-2021,09:55,32032.55
645,51.8,93.75,31400,-5.41,49.45,9.2,07-Jan-2021,09:55,32032.55
546.55,46.67,92.39,31500,-7.2,45.73,11.9,07-Jan-2021,09:55,32032.55
451.7,43.57,89.33,31600,-9.88,42.07,15.95,07-Jan-2021,09:55,32032.55
359.95,40.72,84.69,31700,-14.26,38.98,23.1,07-Jan-2021,09:55,32032.55
273,38.06,77.83,31800,-21.4,36.79,36.4,07-Jan-2021,09:55,32032.55
195.55,36.28,67.75,31900,-32.1,35.95,61,07-Jan-2021,09:55,32032.55
134.25,36.19,54.75,32000,-45.17,35.59,98.75,07-Jan-2021,09:55,32032.55
86.9,36.26,41.23,32100,-58.89,35.78,151.8,07-Jan-2021,09:55,32032.55
54.4,36.99,29.11,32200,-71.19,36.42,219.25,07-Jan-2021,09:55,32032.55
32.65,37.78,19.39,32300,-81.39,36.57,296.4,07-Jan-2021,09:55,32032.55
19.55,39.03,12.52,32400,-88.2,37.86,384.05,07-Jan-2021,09:55,32032.55
11.9,40.64,8.02,32500,-93.52,37.66,475,07-Jan-2021,09:55,32032.55
7.1,42.1,5.01,32600,-95.55,40.7,572.4,07-Jan-2021,09:55,32032.55
4.45,43.95,3.21,32700,-97.69,40.79,669.25,07-Jan-2021,09:55,32032.55
3.15,46.59,2.25,32800,-96.93,49.89,771.2,07-Jan-2021,09:55,32032.55
2.6,50.15,1.78,32900,-96.06,59.87,874.05,07-Jan-2021,09:55,32032.55
2.3,54.03,1.49,33000,-97,62.36,972.25,07-Jan-2021,09:55,32032.55
1.95,57.43,1.22,33100,-91.19,95.08,1097.4,07-Jan-2021,09:55,32032.55
1.8,61.35,1.07,33200,-,-,-,07-Jan-2021,09:55,32032.55
1.55,64.6,0.89,33300,-,-,-,07-Jan-2021,09:55,32032.55
1.5,68.67,0.82,33400,-,-,-,07-Jan-2021,09:55,32032.55
1.4,72.37,0.73,33500,-,-,-,07-Jan-2021,09:55,32032.55
1.25,75.6,0.64,33600,-,-,-,07-Jan-2021,09:55,32032.55
1.35,80.45,0.64,33700,-,-,-,07-Jan-2021,09:55,32032.55
1.35,84.58,0.62,33800,-,-,-,07-Jan-2021,09:55,32032.55
1.3,88.31,0.57,33900,-,-,-,07-Jan-2021,09:55,32032.55
1.2,91.56,0.51,34000,-,-,-,07-Jan-2021,09:55,32032.55
1.25,95.98,0.51,34100,-,-,-,07-Jan-2021,09:55,32032.55
1.3,100.39,0.51,34200,-,-,-,07-Jan-2021,09:55,32032.55
1.25,103.92,0.48,34300,-,-,-,07-Jan-2021,09:55,32032.55
1.1,106.4,0.41,34400,-,-,-,07-Jan-2021,09:55,32032.55
1.25,111.74,0.45,34500,-,-,-,07-Jan-2021,09:55,32032.55
1.25,115.62,0.43,34600,-,-,-,07-Jan-2021,09:55,32032.55
1.25,119.47,0.42,34700,-,-,-,07-Jan-2021,09:55,32032.55
-,-,-,23300,-0.05,393.05,0.45,07-Jan-2021,10:00,32016.5
-,-,-,23400,-0.06,391.27,0.5,07-Jan-2021,10:00,32016.5
-,-,-,23500,-0.06,389.19,0.55,07-Jan-2021,10:00,32016.5
-,-,-,24000,-0.09,375.71,0.8,07-Jan-2021,10:00,32016.5
-,-,-,24500,-0.07,337.5,0.5,07-Jan-2021,10:00,32016.5
-,-,-,25000,-0.11,326.1,0.8,07-Jan-2021,10:00,32016.5
-,-,-,25500,-0.13,306.43,0.95,07-Jan-2021,10:00,32016.5
-,-,-,26000,-0.13,278.03,0.8,07-Jan-2021,10:00,32016.5
-,-,-,26500,-0.12,251.56,0.7,07-Jan-2021,10:00,32016.5
-,-,-,26900,-0.12,231.66,0.65,07-Jan-2021,10:00,32016.5
-,-,-,27000,-0.16,232.54,0.85,07-Jan-2021,10:00,32016.5
-,-,-,27100,-0.18,231.3,1,07-Jan-2021,10:00,32016.5
-,-,-,27300,-0.19,221.95,1,07-Jan-2021,10:00,32016.5
-,-,-,27500,-0.2,212.64,1,07-Jan-2021,10:00,32016.5
-,-,-,27600,-0.24,211.63,1.2,07-Jan-2021,10:00,32016.5
-,-,-,27700,-0.21,203.36,1,07-Jan-2021,10:00,32016.5
-,-,-,27800,-0.21,198.74,1,07-Jan-2021,10:00,32016.5
-,-,-,28000,-0.24,191.26,1.1,07-Jan-2021,10:00,32016.5
-,-,-,28100,-0.28,189.7,1.3,07-Jan-2021,10:00,32016.5
-,-,-,28300,-0.32,182.32,1.45,07-Jan-2021,10:00,32016.5
-,-,-,28400,-0.28,174.26,1.2,07-Jan-2021,10:00,32016.5
-,-,-,28500,-0.29,169.62,1.2,07-Jan-2021,10:00,32016.5
-,-,-,28600,-0.27,162.82,1.05,07-Jan-2021,10:00,32016.5
-,-,-,28700,-0.26,157.49,1,07-Jan-2021,10:00,32016.5
-,-,-,28800,-0.35,157.62,1.35,07-Jan-2021,10:00,32016.5
-,-,-,28900,-0.36,152.96,1.35,07-Jan-2021,10:00,32016.5
3045,225.15,96.27,29000,-0.4,149.94,1.5,07-Jan-2021,10:00,32016.5
-,-,-,29100,-0.42,145.76,1.55,07-Jan-2021,10:00,32016.5
-,-,-,29200,-0.48,142.92,1.75,07-Jan-2021,10:00,32016.5
-,-,-,29300,-0.52,139.01,1.85,07-Jan-2021,10:00,32016.5
-,-,-,29400,-0.55,134.63,1.9,07-Jan-2021,10:00,32016.5
-,-,-,29500,-0.55,129.45,1.85,07-Jan-2021,10:00,32016.5
-,-,-,29600,-0.58,125.05,1.9,07-Jan-2021,10:00,32016.5
-,-,-,29700,-0.61,120.26,1.9,07-Jan-2021,10:00,32016.5
-,-,-,29800,-0.67,116.49,2.05,07-Jan-2021,10:00,32016.5
-,-,-,29900,-0.71,111.97,2.1,07-Jan-2021,10:00,32016.5
2056.4,172.65,93.65,30000,-0.74,107.13,2.1,07-Jan-2021,10:00,32016.5
-,-,-,30100,-0.8,102.85,2.2,07-Jan-2021,10:00,32016.5
-,-,-,30200,-0.85,98.24,2.25,07-Jan-2021,10:00,32016.5
-,-,-,30300,-0.89,93.33,2.25,07-Jan-2021,10:00,32016.5
-,-,-,30400,-0.95,88.66,2.3,07-Jan-2021,10:00,32016.5
1533.8,113.94,95.68,30500,-1.02,83.96,2.35,07-Jan-2021,10:00,32016.5
1431.95,105.18,95.83,30600,-1.17,80.05,2.6,07-Jan-2021,10:00,32016.5
-,-,-,30700,-1.29,75.58,2.75,07-Jan-2021,10:00,32016.5
1250.5,111.44,91.96,30800,-1.49,71.52,3.05,07-Jan-2021,10:00,32016.5
1141.7,96.77,93.02,30900,-1.77,67.68,3.5,07-Jan-2021,10:00,32016.5
1037.7,86.22,93.39,31000,-2.13,63.8,4.05,07-Jan-2021,10:00,32016.5
944.1,84.99,91.56,31100,-2.59,59.9,4.75,07-Jan-2021,10:00,32016.5
839,73.79,92.05,31200,-3.2,55.96,5.65,07-Jan-2021,10:00,32016.5
738,66,91.6,31300,-4.1,52.22,7,07-Jan-2021,10:00,32016.5
640,60.41,90.22,31400,-5.43,48.61,9,07-Jan-2021,10:00,32016.5
545,56.27,87.76,31500,-7.29,44.89,11.75,07-Jan-2021,10:00,32016.5
451,51.7,84.61,31600,-10.02,41.07,15.7,07-Jan-2021,10:00,32016.5
356,45.61,81,31700,-14.51,37.78,22.7,07-Jan-2021,10:00,32016.5
270.8,42.35,74.14,31800,-22.08,35.57,36.35,07-Jan-2021,10:00,32016.5
193.35,39.43,64.7,31900,-33.33,34.4,61,07-Jan-2021,10:00,32016.5
131.7,38.36,52.46,32000,-47.24,33.59,98.95,07-Jan-2021,10:00,32016.5
85.25,38.1,39.56,32100,-62.13,32.81,151.5,07-Jan-2021,10:00,32016.5
53.15,38.49,27.95,32200,-76.08,31.81,218.25,07-Jan-2021,10:00,32016.5
31.95,39.15,18.66,32300,-87.1,30.88,298.4,07-Jan-2021,10:00,32016.5
18.75,40.04,11.93,32400,-97.31,24.54,384.5,07-Jan-2021,10:00,32016.5
11.25,41.46,7.57,32500,0,0,479.8,07-Jan-2021,10:00,32016.5
6.5,42.63,4.62,32600,0,0,566.9,07-Jan-2021,10:00,32016.5
4,44.36,2.92,32700,0,0,670,07-Jan-2021,10:00,32016.5
2.95,47.3,2.11,32800,0,0,768.85,07-Jan-2021,10:00,32016.5
2.55,51.19,1.73,32900,0,0,869.75,07-Jan-2021,10:00,32016.5
2.3,55.23,1.47,33000,0,0,962.75,07-Jan-2021,10:00,32016.5
2,58.83,1.23,33100,0,0,1063.1,07-Jan-2021,10:00,32016.5
1.85,62.79,1.08,33200,0,0,1170.1,07-Jan-2021,10:00,32016.5
1.65,66.33,0.93,33300,-,-,-,07-Jan-2021,10:00,32016.5
1.5,69.92,0.81,33400,-,-,-,07-Jan-2021,10:00,32016.5
1.35,73.33,0.71,33500,-,-,-,07-Jan-2021,10:00,32016.5
1.3,77.23,0.65,33600,-,-,-,07-Jan-2021,10:00,32016.5
1.25,81.06,0.6,33700,-,-,-,07-Jan-2021,10:00,32016.5
1.3,85.57,0.59,33800,-,-,-,07-Jan-2021,10:00,32016.5
1.35,90.06,0.59,33900,-,-,-,07-Jan-2021,10:00,32016.5
1.15,92.52,0.49,34000,-,-,-,07-Jan-2021,10:00,32016.5
1.1,96.07,0.46,34100,-,-,-,07-Jan-2021,10:00,32016.5
1.15,100.51,0.46,34200,-,-,-,07-Jan-2021,10:00,32016.5
1.05,103.46,0.41,34300,-,-,-,07-Jan-2021,10:00,32016.5
1.1,107.88,0.41,34400,-,-,-,07-Jan-2021,10:00,32016.5
1.15,112.28,0.41,34500,-,-,-,07-Jan-2021,10:00,32016.5
1.15,116.15,0.4,34600,-,-,-,07-Jan-2021,10:00,32016.5
1.15,120,0.39,34700,-,-,-,07-Jan-2021,10:00,32016.5
-,-,-,23300,-0.05,395.48,0.45,07-Jan-2021,10:05,31999.95
-,-,-,23400,-0.06,396.62,0.55,07-Jan-2021,10:05,31999.95
-,-,-,23500,-0.08,399.21,0.7,07-Jan-2021,10:05,31999.95
-,-,-,24000,-0.09,375.95,0.75,07-Jan-2021,10:05,31999.95
-,-,-,24100,-0.13,384.68,1.15,07-Jan-2021,10:05,31999.95
-,-,-,25000,-0.1,326.2,0.75,07-Jan-2021,10:05,31999.95
-,-,-,25500,-0.12,305.17,0.85,07-Jan-2021,10:05,31999.95
-,-,-,26000,-0.14,282.43,0.9,07-Jan-2021,10:05,31999.95
-,-,-,26500,-0.14,255.82,0.8,07-Jan-2021,10:05,31999.95
-,-,-,26900,-0.18,241.89,1,07-Jan-2021,10:05,31999.95
-,-,-,27000,-0.16,233.68,0.85,07-Jan-2021,10:05,31999.95
-,-,-,27300,-0.21,224.99,1.1,07-Jan-2021,10:05,31999.95
-,-,-,27500,-0.21,214.59,1.05,07-Jan-2021,10:05,31999.95
-,-,-,27600,-0.11,196.41,0.5,07-Jan-2021,10:05,31999.95
-,-,-,27700,-0.21,204.26,1,07-Jan-2021,10:05,31999.95
-,-,-,27800,-0.22,200.53,1.05,07-Jan-2021,10:05,31999.95
-,-,-,28000,-0.24,192.06,1.1,07-Jan-2021,10:05,31999.95
-,-,-,28100,-0.25,188.2,1.15,07-Jan-2021,10:05,31999.95
-,-,-,28400,-0.3,176.32,1.3,07-Jan-2021,10:05,31999.95
