CallLTP, CallIV, CallDelta, Strikes, PutDelta, PutIV, PutLTP, Date, Time, Spotprice
-,-,-,28500,-0.28,169.52,1.15,07-Jan-2021,10:05,31999.95
-,-,-,28600,-0.29,164.87,1.15,07-Jan-2021,10:05,31999.95
-,-,-,28700,-0.31,160.91,1.2,07-Jan-2021,10:05,31999.95
-,-,-,28800,-0.35,158.14,1.35,07-Jan-2021,10:05,31999.95
-,-,-,28900,-0.37,154.02,1.4,07-Jan-2021,10:05,31999.95
3054,258.21,94.13,29000,-0.39,149.85,1.45,07-Jan-2021,10:05,31999.95
-,-,-,29100,-0.42,146.17,1.55,07-Jan-2021,10:05,31999.95
-,-,-,29200,-0.44,141.42,1.55,07-Jan-2021,10:05,31999.95
-,-,-,29300,-0.49,138.06,1.7,07-Jan-2021,10:05,31999.95
-,-,-,29400,-0.54,134.53,1.85,07-Jan-2021,10:05,31999.95
-,-,-,29500,-0.56,129.72,1.85,07-Jan-2021,10:05,31999.95
-,-,-,29600,-0.58,124.9,1.85,07-Jan-2021,10:05,31999.95
-,-,-,29700,-0.64,121.16,2,07-Jan-2021,10:05,31999.95
-,-,-,29800,-0.67,116.64,2.05,07-Jan-2021,10:05,31999.95
-,-,-,29900,-0.7,111.76,2.05,07-Jan-2021,10:05,31999.95
2025,156.12,95.38,30000,-0.74,107.19,2.1,07-Jan-2021,10:05,31999.95
-,-,-,30100,-0.8,102.88,2.2,07-Jan-2021,10:05,31999.95
-,-,-,30200,-0.83,97.68,2.15,07-Jan-2021,10:05,31999.95
-,-,-,30300,-0.9,93.28,2.25,07-Jan-2021,10:05,31999.95
-,-,-,30400,-0.96,88.57,2.3,07-Jan-2021,10:05,31999.95
1542,139.47,91.96,30500,-1.03,83.82,2.35,07-Jan-2021,10:05,31999.95
-,-,-,30600,-1.11,79.02,2.4,07-Jan-2021,10:05,31999.95
-,-,-,30700,-1.23,74.59,2.55,07-Jan-2021,10:05,31999.95
1227.25,105.28,92.98,30800,-1.41,70.39,2.8,07-Jan-2021,10:05,31999.95
1138.1,107.24,90.76,30900,-1.65,66.33,3.15,07-Jan-2021,10:05,31999.95
1020,84.69,93.57,31000,-2.05,62.8,3.8,07-Jan-2021,10:05,31999.95
938.6,92.7,89.44,31100,-2.46,58.61,4.35,07-Jan-2021,10:05,31999.95
835,82.68,89.31,31200,-3.11,54.84,5.3,07-Jan-2021,10:05,31999.95
725.1,68.21,90.56,31300,-4,51.07,6.6,07-Jan-2021,10:05,31999.95
630,64.15,88.42,31400,-5.25,47.21,8.35,07-Jan-2021,10:05,31999.95
538.75,61.35,85.12,31500,-7.2,43.59,11.15,07-Jan-2021,10:05,31999.95
444,55.53,82.12,31600,-9.95,39.63,14.9,07-Jan-2021,10:05,31999.95
349.95,49.13,78.22,31700,-14.59,36.19,21.7,07-Jan-2021,10:05,31999.95
265,45.05,71.5,31800,-22.65,33.95,35.55,07-Jan-2021,10:05,31999.95
188.55,41.64,62.18,31900,-34.61,32.43,60.1,07-Jan-2021,10:05,31999.95
126.35,39.65,50.32,32000,-49.69,31.16,98.45,07-Jan-2021,10:05,31999.95
80.6,38.96,37.67,32100,-66.17,29.54,151.65,07-Jan-2021,10:05,31999.95
49.85,39.24,26.42,32200,-81.57,27.63,221.1,07-Jan-2021,10:05,31999.95
29.9,39.9,17.56,32300,-95.39,22.18,302.4,07-Jan-2021,10:05,31999.95
18,41.11,11.37,32400,0,0,389.5,07-Jan-2021,10:05,31999.95
11.35,42.97,7.45,32500,0,0,482.65,07-Jan-2021,10:05,31999.95
7.05,44.66,4.8,32600,0,0,592.75,07-Jan-2021,10:05,31999.95
4.55,46.62,3.16,32700,0,0,661.2,07-Jan-2021,10:05,31999.95
3.25,49.26,2.24,32800,-,-,-,07-Jan-2021,10:05,31999.95
2.75,53,1.81,32900,-,-,-,07-Jan-2021,10:05,31999.95
2.45,56.97,1.53,33000,0,0,972,07-Jan-2021,10:05,31999.95
2.25,61.04,1.33,33100,-,-,-,07-Jan-2021,10:05,31999.95
1.95,64.49,1.11,33200,-,-,-,07-Jan-2021,10:05,31999.95
1.7,67.87,0.94,33300,-,-,-,07-Jan-2021,10:05,31999.95
1.5,71.22,0.8,33400,-,-,-,07-Jan-2021,10:05,31999.95
1.35,74.64,0.7,33500,-,-,-,07-Jan-2021,10:05,31999.95
1.3,78.56,0.65,33600,-,-,-,07-Jan-2021,10:05,31999.95
1.25,82.41,0.6,33700,-,-,-,07-Jan-2021,10:05,31999.95
1.15,85.78,0.53,33800,-,-,-,07-Jan-2021,10:05,31999.95
1.1,89.44,0.49,33900,-,-,-,07-Jan-2021,10:05,31999.95
1,92.55,0.44,34000,-,-,-,07-Jan-2021,10:05,31999.95
1.05,97.04,0.44,34100,-,-,-,07-Jan-2021,10:05,31999.95
1.05,101.01,0.42,34200,-,-,-,07-Jan-2021,10:05,31999.95
1,104.43,0.39,34300,-,-,-,07-Jan-2021,10:05,31999.95
1.05,108.88,0.39,34400,-,-,-,07-Jan-2021,10:05,31999.95
1,112.22,0.37,34500,-,-,-,07-Jan-2021,10:05,31999.95
1.05,116.65,0.37,34600,-,-,-,07-Jan-2021,10:05,31999.95
1.05,120.5,0.36,34700,-,-,-,07-Jan-2021,10:05,31999.95
-,-,-,23300,-0.06,401.66,0.5,07-Jan-2021,10:10,31995.75
-,-,-,23500,-0.09,406.6,0.8,07-Jan-2021,10:10,31995.75
-,-,-,24000,-0.1,384.55,0.9,07-Jan-2021,10:10,31995.75
-,-,-,24500,-0.07,344.59,0.55,07-Jan-2021,10:10,31995.75
-,-,-,25000,-0.1,326.68,0.7,07-Jan-2021,10:10,31995.75
-,-,-,25500,-0.15,314.45,1.1,07-Jan-2021,10:10,31995.75
-,-,-,26000,-0.13,283.04,0.85,07-Jan-2021,10:10,31995.75
-,-,-,26500,-0.13,256.2,0.75,07-Jan-2021,10:10,31995.75
-,-,-,26600,-0.17,258.01,1,07-Jan-2021,10:10,31995.75
-,-,-,27000,-0.16,236.55,0.9,07-Jan-2021,10:10,31995.75
-,-,-,27300,-0.2,225.59,1.05,07-Jan-2021,10:10,31995.75
-,-,-,27400,-0.13,209.98,0.6,07-Jan-2021,10:10,31995.75
-,-,-,27500,-0.22,217.04,1.1,07-Jan-2021,10:10,31995.75
-,-,-,27600,-0.24,214.06,1.2,07-Jan-2021,10:10,31995.75
4050,332.08,95.25,28000,-0.26,195.02,1.2,07-Jan-2021,10:10,31995.75
-,-,-,28500,-0.28,170.67,1.15,07-Jan-2021,10:10,31995.75
-,-,-,28600,-0.28,165.25,1.1,07-Jan-2021,10:10,31995.75
-,-,-,28700,-0.33,163.3,1.3,07-Jan-2021,10:10,31995.75
-,-,-,28800,-0.32,157.29,1.2,07-Jan-2021,10:10,31995.75
-,-,-,28900,-0.39,156.16,1.5,07-Jan-2021,10:10,31995.75
-,-,-,29000,-0.38,150.29,1.4,07-Jan-2021,10:10,31995.75
-,-,-,29100,-0.41,146.61,1.5,07-Jan-2021,10:10,31995.75
-,-,-,29200,-0.46,143.3,1.65,07-Jan-2021,10:10,31995.75
-,-,-,29300,-0.52,140.25,1.85,07-Jan-2021,10:10,31995.75
-,-,-,29400,-0.49,133.69,1.65,07-Jan-2021,10:10,31995.75
-,-,-,29500,-0.54,130.14,1.8,07-Jan-2021,10:10,31995.75
-,-,-,29600,-0.58,125.68,1.85,07-Jan-2021,10:10,31995.75
-,-,-,29700,-0.6,120.82,1.85,07-Jan-2021,10:10,31995.75
-,-,-,29800,-0.65,116.67,1.95,07-Jan-2021,10:10,31995.75
-,-,-,29900,-0.73,113.08,2.15,07-Jan-2021,10:10,31995.75
2020,156.05,95.47,30000,-0.76,108.14,2.15,07-Jan-2021,10:10,31995.75
-,-,-,30100,-0.84,104.05,2.3,07-Jan-2021,10:10,31995.75
-,-,-,30200,-0.87,99.06,2.3,07-Jan-2021,10:10,31995.75
-,-,-,30300,-0.93,94.32,2.35,07-Jan-2021,10:10,31995.75
-,-,-,30400,-1,89.54,2.4,07-Jan-2021,10:10,31995.75
1500,88.03,98.67,30500,-1.08,84.95,2.5,07-Jan-2021,10:10,31995.75
-,-,-,30600,-1.22,80.69,2.7,07-Jan-2021,10:10,31995.75
-,-,-,30700,-1.31,75.73,2.75,07-Jan-2021,10:10,31995.75
-,-,-,30800,-1.51,71.58,3.05,07-Jan-2021,10:10,31995.75
1125,100.57,92.19,30900,-1.8,67.66,3.5,07-Jan-2021,10:10,31995.75
1020,89.1,92.65,31000,-2.16,63.69,4.05,07-Jan-2021,10:10,31995.75
923.1,84.69,91.48,31100,-2.66,59.8,4.8,07-Jan-2021,10:10,31995.75
818.5,73.76,91.84,31200,-3.31,55.83,5.75,07-Jan-2021,10:10,31995.75
711.55,60.64,93.04,31300,-4.3,52.15,7.25,07-Jan-2021,10:10,31995.75
615,56.66,91.2,31400,-5.7,48.46,9.35,07-Jan-2021,10:10,31995.75
518.5,51.87,89.04,31500,-7.77,44.81,12.45,07-Jan-2021,10:10,31995.75
424.5,47.69,85.68,31600,-10.84,41.1,17,07-Jan-2021,10:10,31995.75
332.1,43.02,81.14,31700,-15.91,38.01,25.2,07-Jan-2021,10:10,31995.75
247.25,39.82,73.65,31800,-24.2,35.95,40.75,07-Jan-2021,10:10,31995.75
172.55,37.5,63,31900,-35.95,34.53,67,07-Jan-2021,10:10,31995.75
114.1,36.74,49.73,32000,-50.32,33.77,108,07-Jan-2021,10:10,31995.75
70.65,36.45,36.17,32100,-65.16,33.16,164.25,07-Jan-2021,10:10,31995.75
43.05,37.29,24.71,32200,-78.01,33.05,236.05,07-Jan-2021,10:10,31995.75
25.75,38.48,16.14,32300,-87.14,33.62,320.25,07-Jan-2021,10:10,31995.75
15.65,40.14,10.39,32400,-94.11,32.37,409.7,07-Jan-2021,10:10,31995.75
9.85,42.18,6.76,32500,0,0,502.35,07-Jan-2021,10:10,31995.75
6.2,44.14,4.37,32600,0,0,588.55,07-Jan-2021,10:10,31995.75
4.05,46.3,2.89,32700,0,0,681.6,07-Jan-2021,10:10,31995.75
3,49.25,2.1,32800,0,0,799.3,07-Jan-2021,10:10,31995.75
2.5,52.9,1.67,32900,0,0,900,07-Jan-2021,10:10,31995.75
2.3,57.12,1.45,33000,0,0,992.75,07-Jan-2021,10:10,31995.75
2.1,61.15,1.26,33100,-,-,-,07-Jan-2021,10:10,31995.75
1.8,64.53,1.04,33200,-,-,-,07-Jan-2021,10:10,31995.75
1.6,68.08,0.89,33300,-,-,-,07-Jan-2021,10:10,31995.75
1.5,71.97,0.8,33400,-,-,-,07-Jan-2021,10:10,31995.75
1.4,75.73,0.72,33500,-,-,-,07-Jan-2021,10:10,31995.75
1.35,79.71,0.66,33600,-,-,-,07-Jan-2021,10:10,31995.75
1.25,83.24,0.6,33700,-,-,-,07-Jan-2021,10:10,31995.75
1.05,85.77,0.49,33800,-,-,-,07-Jan-2021,10:10,31995.75
1.25,91.6,0.55,33900,-,-,-,07-Jan-2021,10:10,31995.75
1,93.45,0.44,34000,-,-,-,07-Jan-2021,10:10,31995.75
1.05,97.97,0.44,34100,-,-,-,07-Jan-2021,10:10,31995.75
1.1,102.48,0.44,34200,-,-,-,07-Jan-2021,10:10,31995.75
1,105.42,0.39,34300,-,-,-,07-Jan-2021,10:10,31995.75
1,109.36,0.38,34400,-,-,-,07-Jan-2021,10:10,31995.75
0.95,112.68,0.35,34500,-,-,-,07-Jan-2021,10:10,31995.75
1.05,117.74,0.37,34600,-,-,-,07-Jan-2021,10:10,31995.75
1,121.01,0.35,34700,-,-,-,07-Jan-2021,10:10,31995.75
-,-,-,23300,-0.06,406.26,0.5,07-Jan-2021,10:15,32035.05
-,-,-,23400,-0.06,404.15,0.55,07-Jan-2021,10:15,32035.05
-,-,-,23500,-0.09,411.29,0.8,07-Jan-2021,10:15,32035.05
-,-,-,24000,-0.1,389.08,0.9,07-Jan-2021,10:15,32035.05
-,-,-,24100,-0.16,401.54,1.5,07-Jan-2021,10:15,32035.05
-,-,-,24500,-0.11,361.5,0.85,07-Jan-2021,10:15,32035.05
-,-,-,25000,-0.13,340.98,1,07-Jan-2021,10:15,32035.05
-,-,-,25500,-0.13,312.88,0.9,07-Jan-2021,10:15,32035.05
-,-,-,26000,-0.16,293.46,1.1,07-Jan-2021,10:15,32035.05
-,-,-,26500,-0.21,273.97,1.35,07-Jan-2021,10:15,32035.05
-,-,-,27000,-0.16,238.74,0.85,07-Jan-2021,10:15,32035.05
-,-,-,27100,-0.23,244.29,1.35,07-Jan-2021,10:15,32035.05
-,-,-,27300,-0.25,235.32,1.4,07-Jan-2021,10:15,32035.05
-,-,-,27500,-0.22,221.28,1.15,07-Jan-2021,10:15,32035.05
-,-,-,27600,-0.23,217.36,1.2,07-Jan-2021,10:15,32035.05
-,-,-,27700,-0.21,209.86,1.05,07-Jan-2021,10:15,32035.05
-,-,-,27800,-0.22,205.11,1.05,07-Jan-2021,10:15,32035.05
-,-,-,27900,-0.21,199.45,1,07-Jan-2021,10:15,32035.05
-,-,-,28000,-0.25,197.36,1.15,07-Jan-2021,10:15,32035.05
-,-,-,28100,-0.22,190.03,1,07-Jan-2021,10:15,32035.05
-,-,-,28200,-0.23,185.33,1,07-Jan-2021,10:15,32035.05
-,-,-,28300,-0.32,187.39,1.45,07-Jan-2021,10:15,32035.05
-,-,-,28400,-0.26,177.6,1.1,07-Jan-2021,10:15,32035.05
-,-,-,28500,-0.28,173.65,1.15,07-Jan-2021,10:15,32035.05
-,-,-,28600,-0.29,168.92,1.15,07-Jan-2021,10:15,32035.05
-,-,-,28700,-0.29,164.21,1.15,07-Jan-2021,10:15,32035.05
-,-,-,28800,-0.33,161.49,1.3,07-Jan-2021,10:15,32035.05
-,-,-,28900,-0.36,157.94,1.4,07-Jan-2021,10:15,32035.05
-,-,-,29000,-0.37,153.16,1.4,07-Jan-2021,10:15,32035.05
-,-,-,29100,-0.44,151,1.65,07-Jan-2021,10:15,32035.05
-,-,-,29200,-0.44,145.67,1.6,07-Jan-2021,10:15,32035.05
-,-,-,29300,-0.5,142.67,1.8,07-Jan-2021,10:15,32035.05
-,-,-,29400,-0.5,136.92,1.7,07-Jan-2021,10:15,32035.05
-,-,-,29500,-0.55,133.32,1.85,07-Jan-2021,10:15,32035.05
-,-,-,29600,-0.59,129.21,1.95,07-Jan-2021,10:15,32035.05
-,-,-,29700,-0.6,123.92,1.9,07-Jan-2021,10:15,32035.05
-,-,-,29800,-0.68,120.41,2.1,07-Jan-2021,10:15,32035.05
-,-,-,29900,-0.7,115.46,2.1,07-Jan-2021,10:15,32035.05
2010.1,0,0,30000,-0.73,110.5,2.1,07-Jan-2021,10:15,32035.05
-,-,-,30100,-0.76,105.54,2.1,07-Jan-2021,10:15,32035.05
-,-,-,30200,-0.81,100.85,2.15,07-Jan-2021,10:15,32035.05
-,-,-,30300,-0.87,96.13,2.2,07-Jan-2021,10:15,32035.05
1581.6,0,0,30400,-0.93,91.38,2.25,07-Jan-2021,10:15,32035.05
1530,0,0,30500,-1.01,86.82,2.35,07-Jan-2021,10:15,32035.05
1413.45,0,0,30600,-1.16,82.83,2.6,07-Jan-2021,10:15,32035.05
1314.6,0,0,30700,-1.3,78.47,2.8,07-Jan-2021,10:15,32035.05
1215.75,0,0,30800,-1.53,74.64,3.2,07-Jan-2021,10:15,32035.05
1108.05,0,0,30900,-1.81,70.67,3.65,07-Jan-2021,10:15,32035.05
1016.4,0,0,31000,-2.1,66.28,4.05,07-Jan-2021,10:15,32035.05
915.75,0,0,31100,-2.53,62.21,4.7,07-Jan-2021,10:15,32035.05
820,0,0,31200,-3.13,58.24,5.6,07-Jan-2021,10:15,32035.05
723.5,0,0,31300,-4.01,54.47,6.95,07-Jan-2021,10:15,32035.05
628.65,0,0,31400,-5.32,50.92,9,07-Jan-2021,10:15,32035.05
530,0,0,31500,-7.14,47.23,11.8,07-Jan-2021,10:15,32035.05
435,0,0,31600,-9.87,43.6,16,07-Jan-2021,10:15,32035.05
342.25,28.37,93.59,31700,-14.35,40.65,23.55,07-Jan-2021,10:15,32035.05
255.1,29.89,84.47,31800,-21.64,38.74,37.7,07-Jan-2021,10:15,32035.05
181.3,31.63,71,31900,-32.14,37.87,62.45,07-Jan-2021,10:15,32035.05
119,31.97,55.87,32000,-44.98,37.84,101.2,07-Jan-2021,10:15,32035.05
73.95,32.82,40.35,32100,-58.16,38.69,155.85,07-Jan-2021,10:15,32035.05
44.3,34.07,27.16,32200,-69.4,40.72,226.1,07-Jan-2021,10:15,32035.05
26.4,35.76,17.54,32300,-77.62,43.83,308.1,07-Jan-2021,10:15,32035.05
15.85,37.68,11.12,32400,-82.95,48.17,398.25,07-Jan-2021,10:15,32035.05
9.9,39.96,7.14,32500,-86.1,53.82,493.65,07-Jan-2021,10:15,32035.05
6.2,42.11,4.57,32600,-85.74,66.2,601.6,07-Jan-2021,10:15,32035.05
4.15,44.64,3.06,32700,-90.32,64.07,686.7,07-Jan-2021,10:15,32035.05
3.2,48.03,2.28,32800,-87.32,83.57,805,07-Jan-2021,10:15,32035.05
2.55,51.44,1.76,32900,-89.5,86,897.55,07-Jan-2021,10:15,32035.05
2.35,55.76,1.52,33000,-89.72,94.79,1000,07-Jan-2021,10:15,32035.05
2.1,59.7,1.29,33100,-92.19,93.37,1089.55,07-Jan-2021,10:15,32035.05
1.85,63.37,1.09,33200,-,-,-,07-Jan-2021,10:15,32035.05
1.7,67.27,0.96,33300,-,-,-,07-Jan-2021,10:15,32035.05
1.6,71.26,0.86,33400,-,-,-,07-Jan-2021,10:15,32035.05
1.5,75.13,0.78,33500,-,-,-,07-Jan-2021,10:15,32035.05
1.35,78.55,0.68,33600,-,-,-,07-Jan-2021,10:15,32035.05
1.2,81.75,0.59,33700,-,-,-,07-Jan-2021,10:15,32035.05
1.25,86.37,0.58,33800,-,-,-,07-Jan-2021,10:15,32035.05
1.1,89.31,0.5,33900,-,-,-,07-Jan-2021,10:15,32035.05
1.05,92.96,0.46,34000,-,-,-,07-Jan-2021,10:15,32035.05
1.15,97.98,0.48,34100,-,-,-,07-Jan-2021,10:15,32035.05
1.05,101.08,0.43,34200,-,-,-,07-Jan-2021,10:15,32035.05
1.05,105.1,0.41,34300,-,-,-,07-Jan-2021,10:15,32035.05
1.05,109.09,0.4,34400,-,-,-,07-Jan-2021,10:15,32035.05
1,112.49,0.37,34500,-,-,-,07-Jan-2021,10:15,32035.05
1.1,117.55,0.39,34600,-,-,-,07-Jan-2021,10:15,32035.05
1,120.3,0.35,34700,-,-,-,07-Jan-2021,10:15,32035.05
-,-,-,23300,-0.06,406.93,0.5,07-Jan-2021,10:20,31964.15
-,-,-,23400,-0.06,404.78,0.55,07-Jan-2021,10:20,31964.15
-,-,-,23500,-0.08,407.41,0.7,07-Jan-2021,10:20,31964.15
-,-,-,26000,-0.14,287.77,0.9,07-Jan-2021,10:20,31964.15
-,-,-,26500,-0.14,260.53,0.8,07-Jan-2021,10:20,31964.15
-,-,-,26600,-0.17,260.87,1,07-Jan-2021,10:20,31964.15
-,-,-,27000,-0.16,237.84,0.85,07-Jan-2021,10:20,31964.15
-,-,-,27300,-0.14,219.67,0.7,07-Jan-2021,10:20,31964.15
-,-,-,27500,-0.2,217.26,1,07-Jan-2021,10:20,31964.15
-,-,-,27900,-0.2,196.2,0.9,07-Jan-2021,10:20,31964.15
-,-,-,28000,-0.23,194.29,1.05,07-Jan-2021,10:20,31964.15
-,-,-,28100,-0.26,191.2,1.15,07-Jan-2021,10:20,31964.15
-,-,-,28500,-0.27,171.31,1.1,07-Jan-2021,10:20,31964.15
-,-,-,28600,-0.3,168.01,1.2,07-Jan-2021,10:20,31964.15
-,-,-,28700,-0.3,162.54,1.15,07-Jan-2021,10:20,31964.15
-,-,-,28800,-0.33,159.12,1.25,07-Jan-2021,10:20,31964.15
-,-,-,28900,-0.35,154.96,1.3,07-Jan-2021,10:20,31964.15
-,-,-,29000,-0.35,149.55,1.25,07-Jan-2021,10:20,31964.15
-,-,-,29100,-0.42,147.57,1.5,07-Jan-2021,10:20,31964.15
-,-,-,29200,-0.42,142.21,1.45,07-Jan-2021,10:20,31964.15
-,-,-,29300,-0.44,137.87,1.5,07-Jan-2021,10:20,31964.15
-,-,-,29400,-0.47,133.5,1.55,07-Jan-2021,10:20,31964.15
-,-,-,29500,-0.53,129.96,1.7,07-Jan-2021,10:20,31964.15
2389.6,184.84,95.86,29600,-0.56,125.47,1.75,07-Jan-2021,10:20,31964.15
-,-,-,29700,-0.6,121.32,1.85,07-Jan-2021,10:20,31964.15
-,-,-,29800,-0.66,117.09,1.95,07-Jan-2021,10:20,31964.15
-,-,-,29900,-0.71,112.78,2.05,07-Jan-2021,10:20,31964.15
2021,190.48,91.84,30000,-0.74,107.77,2.05,07-Jan-2021,10:20,31964.15
1870.35,116.33,98.39,30100,-0.79,103.06,2.1,07-Jan-2021,10:20,31964.15
-,-,-,30200,-0.86,98.6,2.2,07-Jan-2021,10:20,31964.15
-,-,-,30300,-0.91,93.8,2.25,07-Jan-2021,10:20,31964.15
-,-,-,30400,-0.98,88.96,2.3,07-Jan-2021,10:20,31964.15
1520,151.33,90.23,30500,-1.08,84.54,2.45,07-Jan-2021,10:20,31964.15
-,-,-,30600,-1.24,80.41,2.7,07-Jan-2021,10:20,31964.15
1338.35,147.7,87.36,30700,-1.37,75.73,2.85,07-Jan-2021,10:20,31964.15
-,-,-,30800,-1.6,71.6,3.2,07-Jan-2021,10:20,31964.15
1125,122.84,87.51,30900,-1.86,67.23,3.55,07-Jan-2021,10:20,31964.15
1042.95,124.85,84.76,31000,-2.21,63,4.05,07-Jan-2021,10:20,31964.15
946,117.64,83.51,31100,-2.67,58.68,4.65,07-Jan-2021,10:20,31964.15
844,107.63,82.64,31200,-3.3,54.46,5.5,07-Jan-2021,10:20,31964.15
750.4,101.51,80.66,31300,-4.22,50.36,6.75,07-Jan-2021,10:20,31964.15
647.5,90.67,79.42,31400,-5.55,46.24,8.5,07-Jan-2021,10:20,31964.15
550.05,82.02,77.21,31500,-7.64,42.38,11.35,07-Jan-2021,10:20,31964.15
457.85,74.95,73.9,31600,-10.72,38.25,15.35,07-Jan-2021,10:20,31964.15
363.4,66.16,70.07,31700,-15.6,34.06,21.65,07-Jan-2021,10:20,31964.15
274.2,58.18,64.56,31800,-24.01,30.36,33.45,07-Jan-2021,10:20,31964.15
195.35,51.94,56.67,31900,-37.74,27.17,55.5,07-Jan-2021,10:20,31964.15
131.1,47.73,46.48,32000,-57.5,23.4,91.3,07-Jan-2021,10:20,31964.15
82.6,45.05,35.22,32100,-88.68,14.32,141,07-Jan-2021,10:20,31964.15
49.15,43.56,24.61,32200,0,0,208,07-Jan-2021,10:20,31964.15
28.4,43.18,16.14,32300,0,0,287.65,07-Jan-2021,10:20,31964.15
16.4,43.66,10.22,32400,0,0,375,07-Jan-2021,10:20,31964.15
9.95,45.06,6.54,32500,0,0,470,07-Jan-2021,10:20,31964.15
6.05,46.54,4.14,32600,0,0,567.25,07-Jan-2021,10:20,31964.15
4.15,49.01,2.85,32700,0,0,673.55,07-Jan-2021,10:20,31964.15
3.2,52.25,2.14,32800,0,0,769.15,07-Jan-2021,10:20,31964.15
2.7,56,1.73,32900,0,0,866.95,07-Jan-2021,10:20,31964.15
2.45,60.16,1.49,33000,-,-,-,07-Jan-2021,10:20,31964.15
2.15,63.9,1.25,33100,-,-,-,07-Jan-2021,10:20,31964.15
1.95,67.79,1.09,33200,0,0,1176,07-Jan-2021,10:20,31964.15
1.75,71.46,0.94,33300,-,-,-,07-Jan-2021,10:20,31964.15
1.65,75.47,0.85,33400,-,-,-,07-Jan-2021,10:20,31964.15
1.55,79.36,0.77,33500,-,-,-,07-Jan-2021,10:20,31964.15
1.4,82.78,0.67,33600,-,-,-,07-Jan-2021,10:20,31964.15
1.3,86.39,0.61,33700,-,-,-,07-Jan-2021,10:20,31964.15
1.2,89.85,0.54,33800,-,-,-,07-Jan-2021,10:20,31964.15
1.25,94.48,0.54,33900,-,-,-,07-Jan-2021,10:20,31964.15
1.1,97.31,0.47,34000,-,-,-,07-Jan-2021,10:20,31964.15
1.1,101.43,0.45,34100,-,-,-,07-Jan-2021,10:20,31964.15
1.05,104.99,0.42,34200,-,-,-,07-Jan-2021,10:20,31964.15
1.05,109.03,0.4,34300,-,-,-,07-Jan-2021,10:20,31964.15
1,112.48,0.37,34400,-,-,-,07-Jan-2021,10:20,31964.15
1,116.44,0.36,34500,-,-,-,07-Jan-2021,10:20,31964.15
1.15,122.12,0.4,34600,-,-,-,07-Jan-2021,10:20,31964.15
1,124.3,0.34,34700,-,-,-,07-Jan-2021,10:20,31964.15
-,-,-,23300,-0.06,406.93,0.5,07-Jan-2021,10:25,31964.15
-,-,-,23400,-0.06,404.78,0.55,07-Jan-2021,10:25,31964.15
-,-,-,23500,-0.08,407.41,0.7,07-Jan-2021,10:25,31964.15
-,-,-,26000,-0.14,287.77,0.9,07-Jan-2021,10:25,31964.15
-,-,-,26500,-0.14,260.53,0.8,07-Jan-2021,10:25,31964.15
-,-,-,25000,-0.12,341.3,0.9,07-Jan-2021,10:25,31964.15
-,-,-,25500,-0.13,315.88,0.9,07-Jan-2021,10:25,31964.15
-,-,-,26000,-0.14,290.83,0.9,07-Jan-2021,10:25,31964.15
-,-,-,26500,-0.14,263.36,0.8,07-Jan-2021,10:25,31964.15
-,-,-,27000,-0.17,241.74,0.9,07-Jan-2021,10:25,31964.15
-,-,-,27500,-0.22,221.75,1.1,07-Jan-2021,10:25,31964.15
-,-,-,27600,-0.23,217.8,1.15,07-Jan-2021,10:25,31964.15
-,-,-,27800,-0.23,207.17,1.1,07-Jan-2021,10:25,31964.15
-,-,-,28000,-0.24,197.5,1.1,07-Jan-2021,10:25,31964.15
-,-,-,28100,-0.22,190,0.95,07-Jan-2021,10:25,31964.15
-,-,-,28200,-0.19,182.28,0.8,07-Jan-2021,10:25,31964.15
-,-,-,28500,-0.26,172.68,1.05,07-Jan-2021,10:25,31964.15
-,-,-,28700,-0.29,163.9,1.1,07-Jan-2021,10:25,31964.15
-,-,-,28800,-0.33,161.19,1.25,07-Jan-2021,10:25,31964.15
-,-,-,28900,-0.35,157,1.3,07-Jan-2021,10:25,31964.15
2970,0,0,29000,-0.36,152.16,1.3,07-Jan-2021,10:25,31964.15
-,-,-,29100,-0.4,149.03,1.45,07-Jan-2021,10:25,31964.15
-,-,-,29200,-0.4,143.62,1.4,07-Jan-2021,10:25,31964.15
-,-,-,29300,-0.44,139.79,1.5,07-Jan-2021,10:25,31964.15
-,-,-,29400,-0.49,136.32,1.65,07-Jan-2021,10:25,31964.15
-,-,-,29500,-0.52,131.83,1.7,07-Jan-2021,10:25,31964.15
-,-,-,29600,-0.55,127.3,1.75,07-Jan-2021,10:25,31964.15
-,-,-,29700,-0.61,123.51,1.9,07-Jan-2021,10:25,31964.15
-,-,-,29800,-0.66,119.22,2,07-Jan-2021,10:25,31964.15
-,-,-,29900,-0.7,114.53,2.05,07-Jan-2021,10:25,31964.15
1970.1,0,0,30000,-0.76,110.12,2.15,07-Jan-2021,10:25,31964.15
1900,143.33,96.2,30100,-0.84,105.92,2.3,07-Jan-2021,10:25,31964.15
-,-,-,30200,-0.89,101.08,2.35,07-Jan-2021,10:25,31964.15
-,-,-,30300,-0.98,96.7,2.5,07-Jan-2021,10:25,31964.15
1607.25,133.2,94.5,30400,-1.05,91.76,2.55,07-Jan-2021,10:25,31964.15
1481.6,0,0,30500,-1.18,87.42,2.75,07-Jan-2021,10:25,31964.15
1378.15,0,0,30600,-1.33,83.14,3,07-Jan-2021,10:25,31964.15
1305.05,110.13,94.02,30700,-1.52,78.85,3.3,07-Jan-2021,10:25,31964.15
